Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Technical Rating 4 hours,Industry
CNC,Centene Corporation,63.17,USD,0.8944258105733944,5515634,1.565171188621231,31892320509.000004,USD,10.955221809857445,5.7662,USD,29.609566409674308,0,Health services,Buy,Buy,Managed health care
DLNG,Dynagas LNG Partners LP,5.46,USD,-0.5464480874316985,71790,0.5057813649262922,201134237,USD,4.1884013501073944,1.3036,USD,29.569625285756896,0.897436,Transportation,Strong buy,Buy,Marine shipping
BDOUF,BDO Unibank Inc.,2.7,USD,-10.299003322259125,100,0.10145074566298062,14235096093.759186,USD,10.028736341111822,0.269226342,USD,29.517736035967374,2.55102,Finance,Strong buy,Buy,Major banks
YALA,Yalla Group Limited,3.94,USD,-2.4752475247524774,151530,1.146171900823946,625942490,USD,5.367847411444142,0.734,USD,29.088990502989798,0,Technology services,Buy,Sell,Internet software/Services
EEFT,"Euronet Worldwide, Inc.",99.9,USD,-0.11997600479903053,186861,0.9412481167330815,4388769822,USD,14.432036520709033,6.9221,USD,29.066602028639625,0,Technology services,Buy,Sell,Data processing services
SKHSF,Sekisui House Ltd.,22.77,USD,-6.6037735849056585,321,0.2700656234225139,14870397117.921988,USD,9.972952909343483,2.2831753249999998,USD,28.971910184911636,3.45666,Finance,Buy,Strong sell,Real estate development
NWARF,Norwegian Air Shuttle Asa,0.95,USD,0,1002,0.15022263534279845,915686435.4874777,USD,7.220008086409057,0.1315788,USD,28.77982964146439,0,Transportation,Buy,Sell,Airlines
RCKY,"Rocky Brands, Inc.",22.6,USD,0.2439565313816798,29386,0.9092287366528773,168456200,USD,12.66106442577031,1.785,USD,28.481969337076222,2.74336,Consumer non-durables,Neutral,Sell,Apparel/Footwear
BBWI,"Bath & Body Works, Inc.",36.97,USD,0.3256445047489754,2213525,0.7740798537843142,8007040216.000001,USD,9.014434799570855,4.1012,USD,28.427381474290737,2.16392,Retail trade,Buy,Neutral,Apparel/Footwear retail
JFBHF,Jungfraubahn Holding Ag,182.32,USD,-1.9784946236559176,1,0.002675943270002676,1018668540.7198217,USD,11.6986848737832,15.58465776,USD,28.348676484225987,3.61915,Transportation,Strong buy,Buy,Railroads
WKC,World Kinect Corporation,27.5,USD,1.0657846380007319,433117,0.800927641589055,1597132177,USD,12.233640286489612,2.2479,USD,28.180418543650564,2.47273,Distribution services,Neutral,Neutral,Wholesale distributors
ET,Energy Transfer LP,19.73,USD,1.2314007183170959,9018169,0.7849837357864942,67553871055,USD,14.520164851339418,1.3588,USD,28.152409695369236,6.46224,Industrial services,Strong buy,Strong buy,Oil & gas pipelines
DITTF,Daito Trust Construction Co.,115,USD,-2.3188652000339793,8,0.26755852842809363,7834089851.3793,USD,12.542541196003226,9.168795876599999,USD,28.114894463664402,3.32466,Finance,Neutral,Buy,Real estate development
MSBHF,Mitsubishi Corp.,15.875,USD,-1.4220069547938352,25891,0.8243703632948068,61651717468.26132,USD,8.616898022109053,1.8423103022999996,USD,28.11313951678194,3.34909,Distribution services,Neutral,Strong sell,Wholesale distributors
GCWOF,Grupo Cementos de Chihuahua SAB de CV,9.15,USD,0.9933774834437069,110,0.020328583836927795,3087209954.083951,USD,10.302492159116635,0.888134624,USD,28.071905604455548,0.808427,Non-energy minerals,Strong buy,Buy,Construction materials
RTNTF,Rio Tinto Ltd.,72.62,USD,-0.5205479452054732,385,0.4820936639118457,100553482044.44803,USD,10.846797372397244,6.695063759999999,USD,27.89303437938331,7.89032,Non-energy minerals,Buy,Strong sell,Other metals/Minerals
BABWF,International Consolidated Airlines Group SA,3.62,USD,-5.974025974025973,1000,0.21792189679218968,17551976990.41721,USD,6.646342811311944,0.54466044,USD,27.861442686071264,0.666917,Transportation,Buy,Buy,Airlines
ANYYY,Aena SME S.A.,20.22,USD,-2.601156069364175,18875,0.55985477886107,30982851427.467663,USD,14.401709401709402,1.404,USD,27.81065088757395,2.99794,Transportation,Buy,Strong sell,Other transportation
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",260.65,USD,-2.546175128991252,54336,1.173401516852962,7853219805.72813,USD,10.900430329668492,23.9119,USD,27.687444264667395,2.21799,Transportation,Buy,Sell,Other transportation
FDUS,Fidus Investment Corporation,21.04,USD,0.4775549188156536,114950,0.6047345533592097,713564347,USD,7.614635735224928,2.7631,USD,27.584614674239273,8.17491,Finance,Buy,Buy,Investment managers
SAN,"Banco Santander, S.A. Sponsored",4.66,USD,-0.6396588486140777,2138897,0.6573086484379631,71302198453.45885,USD,5.808301134239063,0.8023,USD,27.5516693163752,3.22084,Finance,Buy,Neutral,Major banks
MTCH,"Match Group, Inc.",31.86,USD,-1.6666666666666643,3461164,1.1442759835124952,7999759522,USD,14.209892511484767,2.2421,USD,27.536973833902174,0,Technology services,Buy,Strong sell,Internet software/Services
SEE,Sealed Air Corporation,33.68,USD,-1.5780245470485073,1139822,1.113055790869076,4906922067,USD,12.416589861751152,2.7125,USD,27.43117542046415,2.3753,Process industries,Buy,Strong sell,Containers/Packaging
MITEY,Mitsubishi Estate Co. Ltd.,13.36,USD,-2.4817518248175174,99253,0.6884179350860583,16467849557.892277,USD,14.336302178345315,0.9319,USD,27.43060303568987,1.96716,Finance,Buy,Sell,Real estate development
BWA,BorgWarner Inc.,31.54,USD,-2.2621629996901267,1543644,0.9863120832245786,6897794254,USD,8.01015873015873,3.9375,USD,27.180232558139533,1.39505,Producer manufacturing,Buy,Strong sell,Trucks/Construction/Farm machinery
PAGS,PagSeguro Digital Ltd.,6.27,USD,-4.566210045662111,4267779,1.2417580153840486,2066644874.0000002,USD,5.183960314179412,1.2095,USD,26.968297291622928,0,Commercial services,Buy,Strong sell,Miscellaneous commercial services
CROX,"Crocs, Inc.",109.68,USD,-1.242571582928143,808473,0.8508205509544347,6392387096,USD,7.9589570921651305,13.7807,USD,26.922155909224877,0,Consumer non-durables,Buy,Sell,Apparel/Footwear
GL,Globe Life Inc.,114.12,USD,2.3589559601758094,734107,1.327171742810634,9579810561,USD,9.657763785924647,11.8164,USD,26.405648267008974,0.828076,Finance,Buy,Buy,Multi-line insurance
AZIHF,Azimut Holding Spa,23.6,USD,-1.3377926421404693,629,0.11915812605376325,3343783555.9330344,USD,5.628889201091889,4.192656696,USD,26.365212207923754,4.02497,Finance,Neutral,Sell,Financial conglomerates
KCDMY,"Kimberly-Clark de Mexico, S.A.B de C.V.",7.18,USD,0.13947001394699843,53776,0.3241318370805954,4402631709.390059,USD,9.755434782608695,0.736,USD,26.308563583319035,6.36262,Consumer non-durables,Buy,Neutral,Household/Personal care
STBFF,Suntory Beverage & Food Ltd,31,USD,2.479338842975207,100,0.18278194114421495,9579000000,USD,13.931297618217583,2.2252054940999995,USD,26.125065774155726,2.31836,Consumer non-durables,Buy,Sell,Beverages: non-alcoholic
NECB,"NorthEast Community Bancorp, Inc.",23.89,USD,0.16771488469601317,156752,1.9610791740427707,334952156,USD,6.6405381365354685,3.5976,USD,25.975208347923523,1.7162,Finance,Neutral,Sell,Major banks
EVGGF,Evolution AB,75.07,USD,-5.956780457250247,541,0.09052423740441409,15902318787.714565,USD,12.385372200645207,6.0611824,USD,25.720169669041947,3.6634,Technology services,Buy,Sell,Packaged software
RSNHF,"Resona Holdings, Inc.",7.608,USD,8.006814310051109,49,0.2149122807017544,17640253166.01491,USD,13.333302649912884,0.5706013130999998,USD,25.653473655727705,1.91816,Finance,Neutral,Buy,Regional banks
JILL,"J. Jill, Inc.",27.1,USD,-0.65982404692082,73209,0.7922040258927973,415724244,USD,9.580033936651583,2.8288,USD,25.612788632326843,0.774908,Retail trade,Buy,Sell,Apparel/Footwear retail
DPMLF,Dundee Precious Metals Inc.,9.545,USD,4.203056768558949,6181,0.23540120271315026,1700955941.2401464,USD,8.572433964035456,1.11345273,USD,25.592648763166125,1.61238,Non-energy minerals,Strong buy,Buy,Precious metals
VOLAF,Volvo AB,25.3,USD,-1.7857142857142891,1000,2.3180343069077423,51403945017.21344,USD,10.15327512550331,2.4918068,USD,25.138285513543856,2.63713,Producer manufacturing,Buy,Neutral,Trucks/Construction/Farm machinery
VOLVF,Volvo AB,25.07,USD,2.035002035002035,252,0.16697588126159554,50990423793.01813,USD,10.060972624362371,2.4918068,USD,25.138285513543856,2.63992,Producer manufacturing,Buy,Buy,Trucks/Construction/Farm machinery
DIN,"Dine Brands Global, Inc. Common Stock",27.38,USD,-2.9766123316796596,690234,1.2621751755063035,417448400,USD,4.551650763041527,6.0154,USD,25.10450679034169,7.45069,Consumer services,Neutral,Sell,Restaurants
ECELF,EUROCELL PLC,2.095,USD,-10.470085470085456,150,0.09946949602122016,213245643.95312503,USD,14.716193812061773,0.14236018,USD,25.035059572069002,3.5625,Producer manufacturing,Strong buy,Sell,Miscellaneous manufacturing
